"categoria","nombre","uuid","display_openmrs","fuente","score","flag","alternativas"
"neurologico","Secuela de ACV (hemiparesia)","138961AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","hemiparesia","OPENMRS","72","REVISAR","hemiparesia (138961AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [72] || Secuela ocasionada por fractura de fémur (158774AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [40] || secuela de tuberculosis (113024AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [40]"
"neurologico","Vértigo periférico","114207AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","vértigo periférico","OPENMRS","100","OK",""
"neurologico","Meningitis bacteriana","121255AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Meningitis bacteriana","CATALOGO","100","OK",""
"neurologico","Meningitis viral","122518AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","meningitis viral","OPENMRS","100","OK",""
"neurologico","Encefalitis","165925AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Encefalitis","OPENMRS","100","OK","Encefalitis (165925AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [100] || encefalitis sifilítica (125117AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [88] || encefalitis enteroviral (152155AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [88]"
"neurologico","Neurocisticercosis","110508AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","cisticercosis cerebral","OPENMRS","0","REVISAR","cisticercosis cerebral (110508AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [0]"
"neurologico","Esclerosis múltiple","133687AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","esclerosis múltiple","OPENMRS","100","OK",""
"neurologico","Polineuropatía alcohólica","149148AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","polineuropatía alcohólica","OPENMRS","100","OK",""
"neurologico","Temblor esencial","140980AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","temblor esencial","OPENMRS","100","OK",""
"neurologico","Cefalea en racimos","139084AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","cefalea","OPENMRS","85","OK",""
"dermatologico","Dermatitis atópica","164107AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Dermatitis atopica","CATALOGO","100","OK",""
"dermatologico","Dermatitis de contacto","119895AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Dermatitis de contacto","CATALOGO","100","OK",""
"dermatologico","Dermatitis seborreica","113114AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","dermatitis seborreica","OPENMRS","100","OK",""
"dermatologico","Acné vulgar","150126AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","acné vulgar","CATALOGO","100","OK",""
"dermatologico","Escabiosis (sarna)","140AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Escabiosis","CATALOGO","100","OK",""
"dermatologico","Tiña corporal (dermatofitosis)","119506AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","dermatofitosis","OPENMRS","72","REVISAR","dermatofitosis (119506AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [72] || tiña por Epidermophyton floccosum (124644AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [30] || tiña crural (124647AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [30]"
"dermatologico","Tiña pedis (pie de atleta)","124637AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","tiña de los pies","OPENMRS","30","REVISAR","tiña por Epidermophyton floccosum (124644AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [30] || tiña de barba (112366AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [30] || tiña crural (124647AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [30]"
"dermatologico","Onicomicosis","132387AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Onicomicosis","CATALOGO","100","OK",""
"dermatologico","Candidiasis cutánea","120939AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Candidiasis","OPENMRS","85","OK",""
"dermatologico","Impétigo","137693AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Impetigo","CATALOGO","100","OK",""
"dermatologico","Foliculitis / forunculosis","139998AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","foliculitis","OPENMRS","85","OK",""
"dermatologico","Urticaria","123468AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Urticaria","CATALOGO","100","OK",""
"dermatologico","Psoriasis","128249AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Psoriasis","CATALOGO","100","OK",""
"dermatologico","Vitiligo","111459AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","vitiligo","OPENMRS","100","OK","vitiligo (111459AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [100] || vitiligo del párpado (123024AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [88] || vitiligo del iris (123025AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [88]"
"dermatologico","Verrugas virales","123583AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Verrugas Virales, No Especificadas","OPENMRS","85","OK",""
"dermatologico","Herpes simple labial","138706AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","herpes simple","OPENMRS","85","OK",""
"dermatologico","Herpes zóster","117543AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Herpes zoster","CATALOGO","100","OK",""
"dermatologico","Celulitis","110929AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Celulitis (infeccion de piel)","CATALOGO","100","OK",""
"dermatologico","Quemadura solar","112583AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Quemadura solar","CATALOGO","100","OK",""
"dermatologico","Larva migrans cutánea","143077AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","larva migratoria cutánea","OPENMRS","40","REVISAR","larva migratoria cutánea por Ancylostoma caninum (143075AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [40] || larva migratoria cutánea por Ancylostoma braziliense (143076AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [40] || larva migratoria cutánea (143077AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [40]"
"dermatologico","Pitiriasis versicolor","130156AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","pitiriasis","OPENMRS","85","OK",""
"dermatologico","Melasma","145659AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","melasma","OPENMRS","100","OK","melasma (145659AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [100] || melasma gravídico (134395AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [88] || melasma idiopático (137929AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [88]"
"dermatologico","Cáncer de piel (no melanoma)","159351AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Neoplasia maligna de piel","OPENMRS","95","OK","antecedente familiar de cáncer de próstata (118193AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [40] || Historia familiar de cáncer de colon (140531AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [40] || Sospecha de cáncer de cuello de útero (159008AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [40]"
"dermatologico","Picadura/reacción a insectos","149085AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","reacción alérgica a las picaduras de insecto","OPENMRS","30","REVISAR","reacción a una transfusión, causada por anticuerpo plaquetario (124346AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [30] || reacción a la transfusión de sangre (147119AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [30] || reacción a una transfusión, causada por error administrativo (124353AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [30]"
"salud_mental","Trastorno depresivo mayor","119536AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Trastorno depresivo mayor","CATALOGO","100","OK",""
"salud_mental","Trastorno de ansiedad generalizada","139545AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","trastorno de ansiedad generalizada","CATALOGO","100","OK",""
"salud_mental","Trastorno de pánico","130966AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Trastorno de panico","CATALOGO","100","OK",""
"salud_mental","Trastorno de estrés postraumático","129286AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","trastorno de estrés postraumático, inicio tardío","OPENMRS","85","OK",""
"salud_mental","Trastorno bipolar","110987AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","trastorno bipolar","CATALOGO","100","OK",""
"salud_mental","Esquizofrenia","113155AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Esquizofrenia","CATALOGO","100","OK",""
"salud_mental","Trastorno por consumo de alcohol","121712AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Trastorno por consumo de alcohol","CATALOGO","100","OK",""
"salud_mental","Trastorno por consumo de sustancias","113555AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","trastorno por consumo de sustancias psicoactivas","OPENMRS","85","OK",""
"salud_mental","Insomnio","116743AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Insomnio","CATALOGO","100","OK",""
"salud_mental","Trastorno depresivo posparto","127803AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","trastorno depresivo mayor recurrente de inicio en el período postparto","OPENMRS","40","REVISAR","trastorno depresivo menor (134111AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [40] || trastorno depresivo breve recurrente (127839AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [40] || trastorno depresivo mayor, un solo episodio de inicio en el período postparto (135377AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [40]"
"salud_mental","Trastorno de adaptación","121792AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","trastorno de adaptación","OPENMRS","100","OK",""
"salud_mental","Trastorno obsesivo-compulsivo","132611AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Trastorno obsesivo-compulsivo","OPENMRS","100","OK",""
"salud_mental","Demencia con trastorno conductual","119566AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","demencia","OPENMRS","85","OK",""
"salud_mental","Trastorno por déficit de atención/hiperactividad","148142AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","trastorno por déficit de atención con hiperactividad, tipo combinado","OPENMRS","60","REVISAR","trastorno por déficit de atención con hiperactividad, con predominio del déficit de atención (121317AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [60] || trastorno por déficit de atención con hiperactividad, tipo combinado (148142AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [60] || trastorno por déficit de atención en la infancia (145695AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [50]"
"salud_mental","Conducta suicida / autolesión","112412AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Conducta suicida","OPENMRS","85","OK",""
"salud_mental","Trastorno de la conducta alimentaria","118762AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","trastorno de la conducta alimentaria","OPENMRS","100","OK",""
"salud_mental","Trastorno somatomorfo","112874AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","trastorno somatomorfo","OPENMRS","100","OK",""
"salud_mental","Duelo complicado","139251AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","duelo por evento del ciclo vital","OPENMRS","95","OK","Asesoramiento para sobrellevar el duelo (163317AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [30] || duelo por evento del ciclo vital (139251AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [30] || Asesoramiento sobre duelo (155286AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [30]"
"ginecoobstetrico","Embarazo normal (control prenatal)","132678AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","embarazo normal","OPENMRS","100","OK",""
"ginecoobstetrico","Amenaza de aborto","112415AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Amenaza de aborto","CATALOGO","100","OK",""
"ginecoobstetrico","Aborto espontáneo","126127AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Aborto espontaneo","CATALOGO","100","OK",""
"ginecoobstetrico","Preeclampsia","134138AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Preeclampsia","CATALOGO","100","OK",""
"ginecoobstetrico","Eclampsia","118744AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Eclampsia","CATALOGO","100","OK",""
"ginecoobstetrico","Hemorragia posparto","130732AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","hemorragia posparto asociada con hipofibrinogenemia","OPENMRS","85","OK",""
"ginecoobstetrico","Diabetes gestacional","1449AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Diabetes gestacional","OPENMRS","100","OK",""
"ginecoobstetrico","Infección urinaria en el embarazo","123491AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","infección urinaria en el embarazo","CATALOGO","100","OK",""
"ginecoobstetrico","Vaginosis bacteriana","148002AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Vaginosis bacteriana","CATALOGO","100","OK",""
"ginecoobstetrico","Candidiasis vaginal","298AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Candidiasis vaginal","CATALOGO","100","OK",""
"ginecoobstetrico","Tricomoniasis","123384AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","tricomoniasis vaginal","OPENMRS","88","OK","tricomoniasis vaginal (123384AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [88] || Exposición a tricomoniasis genital (110227AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [80] || Trichomoniasis of other specified sites (117147AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [0]"
"ginecoobstetrico","Enfermedad pélvica inflamatoria","152170AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","enfermedad pélvica inflamatoria, sifilítica, femenina","OPENMRS","85","OK",""
"ginecoobstetrico","Dismenorrea","118793AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Dismenorrea","CATALOGO","100","OK",""
"ginecoobstetrico","Síndrome de ovario poliquístico","","(sin concepto limpio en la instancia: verificar/crear manualmente)","NO_ENCONTRADO","0","FALTA","síndrome de leprechaunismo (135899AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [30] || síndrome de Lofgrens (135641AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [30] || síndrome de Leriche (135891AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [30]"
"ginecoobstetrico","Miomatosis uterina","123455AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","leiomioma del útero","OPENMRS","95","OK",""
"ginecoobstetrico","Quiste ovárico","119702AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","quiste ovárico","OPENMRS","100","OK",""
"ginecoobstetrico","Menopausia / climaterio","134346AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","menopausia","OPENMRS","85","OK",""
"ginecoobstetrico","Sangrado uterino anormal","141631AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","sangrado uterino disfuncional","OPENMRS","40","REVISAR","sangrado vaginal anormal (150802AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [40] || sangrado uterino disfuncional (141631AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [40] || sangrado intermenstrual irregular (136758AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [20]"
"ginecoobstetrico","Cáncer cervicouterino","133207AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","neoplasia del cuello uterino","OPENMRS","95","OK","Cancer disease status (163050AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [30] || Cancer marker panel (161497AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [30] || TNM cancer classification (160817AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [30]"
"ginecoobstetrico","Cáncer de mama","113753AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","neoplasia maligna de mama femenina","OPENMRS","95","OK","antecedente familiar de cáncer de próstata (118193AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [40] || Historia familiar de cáncer de colon (140531AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [40] || Laparotomía para estadificación del cáncer de ovario (166924AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [40]"
"ginecoobstetrico","Lesión por VPH (displasia cervical)","145806AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","neoplasia intraepitelial cervical grado III con displasia severa","OPENMRS","95","OK","lesión por guerra biológica (137104AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [40] || Lesión por elemento punzante (164838AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [40] || feto con lesión por radiación (140243AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [40]"
"ginecoobstetrico","Mastitis puerperal","134615AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Mastitis","OPENMRS","85","OK",""
"ginecoobstetrico","Ruptura prematura de membranas","129211AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Ruptura prematura de membranas","OPENMRS","100","OK",""
"ginecoobstetrico","Parto pretérmino","129218AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","parto prematuro","OPENMRS","95","OK","ictericia neonatal asociada con parto de pretérmino (133391AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [60] || Asistente de parto (1573AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [30] || parto prematuro (129218AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [30]"
"ginecoobstetrico","Anemia en el embarazo","121629AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Anemia","OPENMRS","85","OK",""
"ginecoobstetrico","Hiperémesis gravídica","111167AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","hiperemesis gravídica","OPENMRS","100","OK",""
"ginecoobstetrico","Endometriosis","118631AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","endometriosis (trastorno clínico)","CATALOGO","100","OK",""
"trauma","Herida por arma blanca","159328AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Herida","OPENMRS","85","OK",""
"trauma","Herida por arma de fuego","159328AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Herida","OPENMRS","85","OK",""
"trauma","Politraumatismo por accidente de tránsito","123153AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","víctima de traumatismo con heridas múltiples","OPENMRS","95","OK",""
"trauma","Fractura de miembro superior","117972AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Fractura de miembro superior","OPENMRS","100","OK",""
"trauma","Fractura de miembro inferior","177AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Fractura","OPENMRS","85","OK",""
"trauma","Fractura de cadera","120466AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","fractura de cadera, no expuesta","OPENMRS","85","OK",""
"trauma","Traumatismo craneoencefálico","116838AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Traumatismo craneoencefalico","CATALOGO","100","OK",""
"trauma","Esguinces y luxaciones","112770AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Esguince","OPENMRS","85","OK",""
"trauma","Herida cortante (laceración)","137655AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","herida cortante","OPENMRS","100","OK",""
"trauma","Quemadura térmica","124923AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","quemadura térmica","CATALOGO","100","OK",""
"trauma","Quemadura eléctrica","141406AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","quemadura eléctrica de la piel","OPENMRS","85","OK",""
"trauma","Contusión / hematoma","119868AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","contusión","OPENMRS","85","OK",""
"trauma","Mordedura de perro","166AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","mordedura de perro","OPENMRS","100","OK",""
"trauma","Mordedura de serpiente (ofidismo)","126323AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","mordedura de serpiente","OPENMRS","100","OK",""
"trauma","Picadura de alacrán","129661AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","envenenamiento por picadura de escorpión","OPENMRS","95","OK","picadura de centípodo (145966AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [40] || picadura de insecto venenoso (129590AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [40] || Picadura de medusa (157403AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [40]"
"trauma","Trauma ocular","157482AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Lesión ocular","OPENMRS","95","OK","glaucoma secundario a trauma ocular (156505AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [80] || lesión traumática del nervio motor ocular externo (124192AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [30] || glaucoma asociado con traumatismo ocular (139430AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [30]"
"trauma","Cuerpo extraño en vía aérea","118102AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","cuerpo extraño","OPENMRS","85","OK",""
"trauma","Intoxicación por plaguicidas","114182AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","intoxicación por plaguicida","OPENMRS","85","OK",""
"trauma","Ahogamiento / casi ahogamiento","141768AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","ahogamiento","OPENMRS","85","OK",""
"trauma","Caída de altura","118349AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","caída","OPENMRS","85","OK",""
"trauma","Trauma de tórax","","(sin concepto limpio en la instancia: verificar/crear manualmente)","NO_ENCONTRADO","0","FALTA","lesión traumática de vasos sanguíneos múltiples del tórax (136970AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [40] || amputación traumática de parte del tórax (152397AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [40] || efecto tardío de una lesión traumática de los vasos sanguíneos del tórax, el abdomen Y/O la pelvis (136088AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [40]"
"trauma","Trauma abdominal","","(sin concepto limpio en la instancia: verificar/crear manualmente)","NO_ENCONTRADO","0","FALTA","lesión traumática de ovario con herida abierta en cavidad abdominal (136943AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [30] || lesión traumática de la aorta abdominal (137087AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [30] || Obstetrical trauma (112215AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [30]"
